Date,CA,CAQF,CAName,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210111,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",2,"",0.004695497,""
20210111,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",380,"",0.302506826,"",4992,"",3.973984413,""
20210111,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",0,"",0,"",6,"",0.004776424,""
20210111,S12000008,"",East Ayrshire,100957,"",Dose 1,"",57,"",0.056459681,"",3534,"",3.500500213,""
20210111,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",12,"",0.011886249,""
20210111,S12000010,"",East Lothian,87390,"",Dose 1,"",169,"",0.193385971,"",3686,"",4.217873899,""
20210111,S12000010,"",East Lothian,87390,"",Dose 2,"",4,"",0.004577183,"",193,"",0.220849067,""
20210111,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",218,"",0.286823235,"",3457,"",4.548384975,""
20210111,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",3,"",0.003947109,"",48,"",0.06315374,""
20210111,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",129,"",0.574201015,"",1657,"",7.37558978,""
20210111,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",2,"",0.008902341,""
20210111,S12000014,"",Falkirk,132778,"",Dose 1,"",141,"",0.106192291,"",5716,"",4.304930034,""
20210111,S12000014,"",Falkirk,132778,"",Dose 2,"",0,"",0,"",53,"",0.039916251,""
20210111,S12000017,"",Highland,196794,"",Dose 1,"",700,"",0.355701901,"",5528,"",2.809028731,""
20210111,S12000017,"",Highland,196794,"",Dose 2,"",3,"",0.001524437,"",4,"",0.002032582,""
20210111,S12000018,"",Inverclyde,65197,"",Dose 1,"",105,"",0.161050355,"",2574,"",3.948034419,""
20210111,S12000018,"",Inverclyde,65197,"",Dose 2,"",0,"",0,"",29,"",0.044480574,""
20210111,S12000019,"",Midlothian,74507,"",Dose 1,"",208,"",0.2791684,"",3604,"",4.837129397,""
20210111,S12000019,"",Midlothian,74507,"",Dose 2,"",5,"",0.006710779,"",252,"",0.338223254,""
20210111,S12000020,"",Moray,79675,"",Dose 1,"",214,"",0.268591152,"",3039,"",3.814245372,""
20210111,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",2,"",0.002510198,""
20210111,S12000021,"",North Ayrshire,112272,"",Dose 1,"",135,"",0.120243694,"",3621,"",3.225203078,""
20210111,S12000021,"",North Ayrshire,112272,"",Dose 2,"",3,"",0.002672082,"",23,"",0.020485963,""
20210111,S12000023,"",Orkney Islands,18688,"",Dose 1,"",85,"",0.454837329,"",1058,"",5.661386986,""
20210111,S12000023,"",Orkney Islands,18688,"",Dose 2,"",1,"",0.005351027,"",3,"",0.016053082,""
20210111,S12000026,"",Scottish Borders,96487,"",Dose 1,"",169,"",0.175153129,"",5424,"",5.621482687,""
20210111,S12000026,"",Scottish Borders,96487,"",Dose 2,"",2,"",0.002072818,"",31,"",0.032128681,""
20210111,S12000027,"",Shetland Islands,18722,"",Dose 1,"",97,"",0.51810704,"",766,"",4.091443222,""
20210111,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",1,"",0.00534131,""
20210111,S12000028,"",South Ayrshire,95002,"",Dose 1,"",455,"",0.478937286,"",3965,"",4.173596345,""
20210111,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",4,"",0.004210438,""
20210111,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",535,"",0.201977492,"",10429,"",3.937239742,""
20210111,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",2,"",0.000755,"",73,"",0.027559546,""
20210111,S12000030,"",Stirling,78793,"",Dose 1,"",279,"",0.354092369,"",3278,"",4.160268044,""
20210111,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",18,"",0.022844669,""
20210111,S12000033,"",Aberdeen City,193247,"",Dose 1,"",589,"",0.304791277,"",8538,"",4.418179842,""
20210111,S12000033,"",Aberdeen City,193247,"",Dose 2,"",4,"",0.00206989,"",36,"",0.018629008,""
20210111,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",493,"",0.232334562,"",9199,"",4.335183841,""
20210111,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",4,"",0.001885067,"",16,"",0.00754027,""
20210111,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",30,"",0.041116167,"",2473,"",3.38934269,""
20210111,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",38,"",0.052080478,""
20210111,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",843,"",0.189071531,"",14908,"",3.343627975,""
20210111,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",70,"",0.01569989,"",880,"",0.197370044,""
20210111,S12000038,"",Renfrewshire,148833,"",Dose 1,"",575,"",0.386339051,"",5948,"",3.996425524,""
20210111,S12000038,"",Renfrewshire,148833,"",Dose 2,"",1,"",0.000672,"",129,"",0.086674326,""
20210111,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",80,"",0.109165837,"",3195,"",4.359810597,""
20210111,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",1,"",0.001364573,"",282,"",0.384809574,""
20210111,S12000040,"",West Lothian,147606,"",Dose 1,"",385,"",0.260829506,"",5023,"",3.402978199,""
20210111,S12000040,"",West Lothian,147606,"",Dose 2,"",5,"",0.003387396,"",311,"",0.210696042,""
20210111,S12000041,"",Angus,97055,"",Dose 1,"",273,"",0.281283808,"",4517,"",4.65406213,""
20210111,S12000041,"",Angus,97055,"",Dose 2,"",0,"",0,"",3,"",0.003091031,""
20210111,S12000042,"",Dundee City,125276,"",Dose 1,"",488,"",0.389539896,"",6898,"",5.506242217,""
20210111,S12000042,"",Dundee City,125276,"",Dose 2,"",0,"",0,"",9,"",0.007184137,""
20210111,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",513,"",0.574841442,"",4598,"",5.152282558,""
20210111,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",3,"",0.003361646,"",110,"",0.123260348,""
20210111,S12000047,"",Fife,308998,"",Dose 1,"",958,"",0.310034369,"",12358,"",3.999378637,""
20210111,S12000047,"",Fife,308998,"",Dose 2,"",4,"",0.001294507,"",48,"",0.015534081,""
20210111,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",204,"",0.159963616,"",5754,"",4.511914937,""
20210111,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",0,"",0,"",8,"",0.006273083,""
20210111,S12000049,"",Glasgow City,532454,"",Dose 1,"",1304,"",0.244903785,"",17246,"",3.238965244,""
20210111,S12000049,"",Glasgow City,532454,"",Dose 2,"",11,"",0.002065906,"",277,"",0.052023273,""
20210111,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",547,"",0.19638536,"",10090,"",3.622538003,""
20210111,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",2,"",0.000718,"",89,"",0.031953011,""
20210112,"",:,Unknown,"",z,Dose 1,"",24,"","",z,505,"","",z
20210112,"",:,Unknown,"",z,Dose 2,"",0,"","",z,7,"","",z
20210112,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",130,"",0.305207306,"",1836,"",4.310466263,""
20210112,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",2,"",0.004695497,""
20210112,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",404,"",0.321612521,"",5396,"",4.295596934,""
20210112,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",1,"",0.000796,"",7,"",0.005572494,""
20210112,S12000008,"",East Ayrshire,100957,"",Dose 1,"",221,"",0.218905078,"",3755,"",3.719405291,""
20210112,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",13,"",0.012876769,""
20210112,S12000010,"",East Lothian,87390,"",Dose 1,"",260,"",0.297516878,"",3946,"",4.515390777,""
20210112,S12000010,"",East Lothian,87390,"",Dose 2,"",7,"",0.00801007,"",200,"",0.228859137,""
20210112,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",274,"",0.360502599,"",3731,"",4.908887573,""
20210112,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",1,"",0.001315703,"",49,"",0.064469443,""
20210112,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",133,"",0.592005697,"",1790,"",7.967595478,""
20210112,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",2,"",0.008902341,""
20210112,S12000014,"",Falkirk,132778,"",Dose 1,"",545,"",0.410459564,"",6261,"",4.715389598,""
20210112,S12000014,"",Falkirk,132778,"",Dose 2,"",1,"",0.000753,"",54,"",0.040669388,""
20210112,S12000017,"",Highland,196794,"",Dose 1,"",1274,"",0.647377461,"",6802,"",3.456406191,""
20210112,S12000017,"",Highland,196794,"",Dose 2,"",2,"",0.001016291,"",6,"",0.003048873,""
20210112,S12000018,"",Inverclyde,65197,"",Dose 1,"",257,"",0.394189917,"",2831,"",4.342224335,""
20210112,S12000018,"",Inverclyde,65197,"",Dose 2,"",2,"",0.003067626,"",31,"",0.0475482,""
20210112,S12000019,"",Midlothian,74507,"",Dose 1,"",297,"",0.398620264,"",3901,"",5.235749661,""
20210112,S12000019,"",Midlothian,74507,"",Dose 2,"",32,"",0.042948985,"",284,"",0.381172239,""
20210112,S12000020,"",Moray,79675,"",Dose 1,"",247,"",0.310009413,"",3286,"",4.124254785,""
20210112,S12000020,"",Moray,79675,"",Dose 2,"",2,"",0.002510198,"",4,"",0.005020395,""
20210112,S12000021,"",North Ayrshire,112272,"",Dose 1,"",112,"",0.099757731,"",3733,"",3.324960809,""
20210112,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",23,"",0.020485963,""
20210112,S12000023,"",Orkney Islands,18688,"",Dose 1,"",109,"",0.583261986,"",1167,"",6.244648973,""
20210112,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",3,"",0.016053082,""
20210112,S12000026,"",Scottish Borders,96487,"",Dose 1,"",368,"",0.38139853,"",5792,"",6.002881217,""
20210112,S12000026,"",Scottish Borders,96487,"",Dose 2,"",3,"",0.003109227,"",34,"",0.035237908,""
20210112,S12000027,"",Shetland Islands,18722,"",Dose 1,"",71,"",0.379232988,"",837,"",4.47067621,""
20210112,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",1,"",0.00534131,""
20210112,S12000028,"",South Ayrshire,95002,"",Dose 1,"",737,"",0.775773142,"",4702,"",4.949369487,""
20210112,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",4,"",0.004210438,""
20210112,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",989,"",0.373375214,"",11418,"",4.310614955,""
20210112,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",7,"",0.002642696,"",80,"",0.030202242,""
20210112,S12000030,"",Stirling,78793,"",Dose 1,"",257,"",0.326171107,"",3535,"",4.486439151,""
20210112,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",18,"",0.022844669,""
20210112,S12000033,"",Aberdeen City,193247,"",Dose 1,"",615,"",0.318245561,"",9153,"",4.736425404,""
20210112,S12000033,"",Aberdeen City,193247,"",Dose 2,"",32,"",0.016559119,"",68,"",0.035188127,""
20210112,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",552,"",0.260139306,"",9751,"",4.595323148,""
20210112,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",24,"",0.011310405,"",40,"",0.018850674,""
20210112,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",51,"",0.069897484,"",2524,"",3.459240173,""
20210112,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",2,"",0.002741078,"",40,"",0.054821556,""
20210112,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1160,"",0.260169604,"",16068,"",3.603797579,""
20210112,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",25,"",0.005607104,"",905,"",0.202977148,""
20210112,S12000038,"",Renfrewshire,148833,"",Dose 1,"",837,"",0.56237528,"",6785,"",4.558800804,""
20210112,S12000038,"",Renfrewshire,148833,"",Dose 2,"",2,"",0.001343788,"",131,"",0.088018114,""
20210112,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",119,"",0.162384182,"",3314,"",4.522194779,""
20210112,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",0,"",0,"",282,"",0.384809574,""
20210112,S12000040,"",West Lothian,147606,"",Dose 1,"",343,"",0.232375378,"",5366,"",3.635353576,""
20210112,S12000040,"",West Lothian,147606,"",Dose 2,"",9,"",0.006097313,"",320,"",0.216793355,""
20210112,S12000041,"",Angus,97055,"",Dose 1,"",696,"",0.717119159,"",5213,"",5.371181289,""
20210112,S12000041,"",Angus,97055,"",Dose 2,"",0,"",0,"",3,"",0.003091031,""
20210112,S12000042,"",Dundee City,125276,"",Dose 1,"",448,"",0.357610396,"",7346,"",5.863852613,""
20210112,S12000042,"",Dundee City,125276,"",Dose 2,"",0,"",0,"",9,"",0.007184137,""
20210112,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",499,"",0.559153762,"",5097,"",5.711436319,""
20210112,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",3,"",0.003361646,"",113,"",0.126621994,""
20210112,S12000047,"",Fife,308998,"",Dose 1,"",1135,"",0.367316293,"",13493,"",4.36669493,""
20210112,S12000047,"",Fife,308998,"",Dose 2,"",1,"",0.000324,"",49,"",0.015857708,""
20210112,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",546,"",0.428137914,"",6300,"",4.940052851,""
20210112,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",0,"",0,"",8,"",0.006273083,""
20210112,S12000049,"",Glasgow City,532454,"",Dose 1,"",1816,"",0.341062327,"",19062,"",3.58002757,""
20210112,S12000049,"",Glasgow City,532454,"",Dose 2,"",8,"",0.001502477,"",285,"",0.053525751,""
20210112,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",685,"",0.245930479,"",10775,"",3.868468481,""
20210112,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",4,"",0.00143609,"",93,"",0.033389102,""
20210113,"",:,Unknown,"",z,Dose 1,"",40,"","",z,545,"","",z
20210113,"",:,Unknown,"",z,Dose 2,"",0,"","",z,7,"","",z
20210113,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",132,"",0.309902803,"",1968,"",4.620369066,""
20210113,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",2,"",0.004695497,""
20210113,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",570,"",0.453760239,"",5966,"",4.749357173,""
20210113,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",4,"",0.003184282,"",11,"",0.008756777,""
20210113,S12000008,"",East Ayrshire,100957,"",Dose 1,"",262,"",0.259516428,"",4017,"",3.978921719,""
20210113,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",14,"",0.01386729,""
20210113,S12000010,"",East Lothian,87390,"",Dose 1,"",370,"",0.423389404,"",4316,"",4.938780181,""
20210113,S12000010,"",East Lothian,87390,"",Dose 2,"",13,"",0.014875844,"",213,"",0.243734981,""
20210113,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",193,"",0.253930662,"",3924,"",5.162818236,""
20210113,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",1,"",0.001315703,"",50,"",0.065785146,""
20210113,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",162,"",0.721089647,"",1952,"",8.688685124,""
20210113,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",2,"",0.008902341,""
20210113,S12000014,"",Falkirk,132778,"",Dose 1,"",433,"",0.326108241,"",6694,"",5.041497838,""
20210113,S12000014,"",Falkirk,132778,"",Dose 2,"",4,"",0.003012547,"",58,"",0.043681935,""
20210113,S12000017,"",Highland,196794,"",Dose 1,"",1231,"",0.625527201,"",8033,"",4.081933392,""
20210113,S12000017,"",Highland,196794,"",Dose 2,"",26,"",0.013211785,"",32,"",0.016260658,""
20210113,S12000018,"",Inverclyde,65197,"",Dose 1,"",504,"",0.773041704,"",3335,"",5.11526604,""
20210113,S12000018,"",Inverclyde,65197,"",Dose 2,"",0,"",0,"",31,"",0.0475482,""
20210113,S12000019,"",Midlothian,74507,"",Dose 1,"",676,"",0.907297301,"",4577,"",6.143046962,""
20210113,S12000019,"",Midlothian,74507,"",Dose 2,"",20,"",0.026843115,"",304,"",0.408015354,""
20210113,S12000020,"",Moray,79675,"",Dose 1,"",410,"",0.514590524,"",3696,"",4.638845309,""
20210113,S12000020,"",Moray,79675,"",Dose 2,"",1,"",0.001255099,"",5,"",0.006275494,""
20210113,S12000021,"",North Ayrshire,112272,"",Dose 1,"",273,"",0.24315947,"",4006,"",3.568120279,""
20210113,S12000021,"",North Ayrshire,112272,"",Dose 2,"",1,"",0.000891,"",24,"",0.021376657,""
20210113,S12000023,"",Orkney Islands,18688,"",Dose 1,"",146,"",0.78125,"",1313,"",7.025898973,""
20210113,S12000023,"",Orkney Islands,18688,"",Dose 2,"",2,"",0.010702055,"",5,"",0.026755137,""
20210113,S12000026,"",Scottish Borders,96487,"",Dose 1,"",563,"",0.583498295,"",6355,"",6.586379512,""
20210113,S12000026,"",Scottish Borders,96487,"",Dose 2,"",1,"",0.001036409,"",35,"",0.036274317,""
20210113,S12000027,"",Shetland Islands,18722,"",Dose 1,"",26,"",0.138874052,"",863,"",4.609550262,""
20210113,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",1,"",0.00534131,""
20210113,S12000028,"",South Ayrshire,95002,"",Dose 1,"",255,"",0.268415402,"",4957,"",5.217784889,""
20210113,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",4,"",0.004210438,""
20210113,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",672,"",0.253698831,"",12090,"",4.564313786,""
20210113,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",5,"",0.00188764,"",85,"",0.032089882,""
20210113,S12000030,"",Stirling,78793,"",Dose 1,"",422,"",0.535580572,"",3957,"",5.022019723,""
20210113,S12000030,"",Stirling,78793,"",Dose 2,"",1,"",0.001269148,"",19,"",0.024113817,""
20210113,S12000033,"",Aberdeen City,193247,"",Dose 1,"",553,"",0.286162269,"",9706,"",5.022587673,""
20210113,S12000033,"",Aberdeen City,193247,"",Dose 2,"",16,"",0.008279559,"",84,"",0.043467686,""
20210113,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",721,"",0.339783406,"",10472,"",4.935106553,""
20210113,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",42,"",0.019793208,"",82,"",0.038643882,""
20210113,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",276,"",0.378268735,"",2800,"",3.837508909,""
20210113,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",1,"",0.001370539,"",41,"",0.056192095,""
20210113,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1533,"",0.343827588,"",17601,"",3.947625167,""
20210113,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",34,"",0.007625661,"",939,"",0.210602808,""
20210113,S12000038,"",Renfrewshire,148833,"",Dose 1,"",569,"",0.382307687,"",7354,"",4.941108491,""
20210113,S12000038,"",Renfrewshire,148833,"",Dose 2,"",1,"",0.000672,"",132,"",0.088690008,""
20210113,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",648,"",0.884243276,"",3962,"",5.406438055,""
20210113,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",9,"",0.012281157,"",291,"",0.39709073,""
20210113,S12000040,"",West Lothian,147606,"",Dose 1,"",579,"",0.392260477,"",5945,"",4.027614054,""
20210113,S12000040,"",West Lothian,147606,"",Dose 2,"",12,"",0.008129751,"",332,"",0.224923106,""
20210113,S12000041,"",Angus,97055,"",Dose 1,"",311,"",0.320436866,"",5524,"",5.691618155,""
20210113,S12000041,"",Angus,97055,"",Dose 2,"",3,"",0.003091031,"",6,"",0.006182062,""
20210113,S12000042,"",Dundee City,125276,"",Dose 1,"",476,"",0.379961046,"",7822,"",6.243813659,""
20210113,S12000042,"",Dundee City,125276,"",Dose 2,"",2,"",0.001596475,"",11,"",0.008780612,""
20210113,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",449,"",0.503126331,"",5546,"",6.21456265,""
20210113,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",13,"",0.014567132,"",126,"",0.141189126,""
20210113,S12000047,"",Fife,308998,"",Dose 1,"",1075,"",0.347898692,"",14568,"",4.714593622,""
20210113,S12000047,"",Fife,308998,"",Dose 2,"",23,"",0.007443414,"",72,"",0.023301122,""
20210113,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",657,"",0.51517694,"",6957,"",5.455229791,""
20210113,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",6,"",0.004704812,"",14,"",0.010977895,""
20210113,S12000049,"",Glasgow City,532454,"",Dose 1,"",1257,"",0.236076732,"",20319,"",3.816104302,""
20210113,S12000049,"",Glasgow City,532454,"",Dose 2,"",5,"",0.000939,"",290,"",0.054464799,""
20210113,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",686,"",0.246289501,"",11461,"",4.114757983,""
20210113,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",3,"",0.001077068,"",96,"",0.034466169,""
20210114,"",:,Unknown,"",z,Dose 1,"",33,"","",z,578,"","",z
20210114,"",:,Unknown,"",z,Dose 2,"",0,"","",z,7,"","",z
20210114,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",147,"",0.345119031,"",2115,"",4.965488097,""
20210114,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",2,"",0.004695497,""
20210114,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",288,"",0.229268332,"",6254,"",4.978625505,""
20210114,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",0,"",0,"",11,"",0.008756777,""
20210114,S12000008,"",East Ayrshire,100957,"",Dose 1,"",307,"",0.30408986,"",4324,"",4.283011579,""
20210114,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",15,"",0.014857811,""
20210114,S12000010,"",East Lothian,87390,"",Dose 1,"",300,"",0.343288706,"",4616,"",5.282068887,""
20210114,S12000010,"",East Lothian,87390,"",Dose 2,"",15,"",0.017164435,"",228,"",0.260899416,""
20210114,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",225,"",0.296033156,"",4149,"",5.458851391,""
20210114,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",1,"",0.001315703,"",51,"",0.067100849,""
20210114,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",233,"",1.037122763,"",2185,"",9.725807887,""
20210114,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",2,"",0.008902341,""
20210114,S12000014,"",Falkirk,132778,"",Dose 1,"",394,"",0.296735905,"",7088,"",5.338233744,""
20210114,S12000014,"",Falkirk,132778,"",Dose 2,"",2,"",0.001506274,"",60,"",0.045188209,""
20210114,S12000017,"",Highland,196794,"",Dose 1,"",1714,"",0.870961513,"",9747,"",4.952894905,""
20210114,S12000017,"",Highland,196794,"",Dose 2,"",12,"",0.006097747,"",44,"",0.022358405,""
20210114,S12000018,"",Inverclyde,65197,"",Dose 1,"",522,"",0.800650337,"",3857,"",5.915916377,""
20210114,S12000018,"",Inverclyde,65197,"",Dose 2,"",4,"",0.006135252,"",35,"",0.053683452,""
20210114,S12000019,"",Midlothian,74507,"",Dose 1,"",254,"",0.340907566,"",4831,"",6.483954528,""
20210114,S12000019,"",Midlothian,74507,"",Dose 2,"",14,"",0.018790181,"",318,"",0.426805535,""
20210114,S12000020,"",Moray,79675,"",Dose 1,"",452,"",0.567304675,"",4148,"",5.206149984,""
20210114,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",5,"",0.006275494,""
20210114,S12000021,"",North Ayrshire,112272,"",Dose 1,"",234,"",0.208422403,"",4240,"",3.776542682,""
